state,date,agegroup,death,hosp
PR,2021-04-01,3,238,1806
PR,2021-04-01,4,521,2712
PR,2021-04-01,5,891,3688
PR,2021-04-01,6,1370,3777
PR,2021-04-01,7,1362,2736
PR,2021-04-01,8,727,1218
PR,2021-04-01,9,150,204
PR,2021-05-01,1,7,99
PR,2021-05-01,2,50,481
PR,2021-05-01,3,208,1303
PR,2021-05-01,4,397,2073
PR,2021-05-01,5,842,2829
PR,2021-05-01,6,1199,2795
PR,2021-05-01,7,988,1681
PR,2021-05-01,8,400,524
PR,2021-05-01,9,56,83
PR,2021-06-01,1,8,178
PR,2021-06-01,2,92,854
PR,2021-06-01,3,231,2297
PR,2021-06-01,4,597,3604
PR,2021-06-01,5,1034,4654
PR,2021-06-01,6,1142,2810
PR,2021-06-01,7,574,1116
PR,2021-06-01,8,320,633
PR,2021-06-01,9,80,135
PR,2021-07-01,1,9,157
PR,2021-07-01,2,102,818
PR,2021-07-01,3,379,2137
PR,2021-07-01,4,835,3546
PR,2021-07-01,5,1452,4316
PR,2021-07-01,6,723,1495
PR,2021-07-01,7,526,1050
PR,2021-07-01,8,371,613
PR,2021-07-01,9,97,145
PR,2021-08-01,1,4,127
PR,2021-08-01,2,47,498
PR,2021-08-01,3,178,1263
PR,2021-08-01,4,415,1546
PR,2021-08-01,5,619,1253
PR,2021-08-01,6,370,873
PR,2021-08-01,7,372,754
PR,2021-08-01,8,236,400
PR,2021-08-01,9,71,114
PR,2021-09-01,1,6,142
PR,2021-09-01,2,38,665
PR,2021-09-01,3,113,1030
PR,2021-09-01,4,143,829
PR,2021-09-01,5,214,942
PR,2021-09-01,6,259,780
PR,2021-09-01,7,306,934
PR,2021-09-01,8,199,483
PR,2021-09-01,9,83,138
PR,2021-10-01,1,7,116
PR,2021-10-01,2,34,269
PR,2021-10-01,3,60,426
PR,2021-10-01,4,102,568
PR,2021-10-01,5,157,597
PR,2021-10-01,6,232,664
PR,2021-10-01,7,375,1023
PR,2021-10-01,8,249,482
PR,2021-10-01,9,82,152
PR,2021-11-01,1,2,79
PR,2021-11-01,2,13,94
PR,2021-11-01,3,26,196
PR,2021-11-01,4,57,236
PR,2021-11-01,5,71,208
PR,2021-11-01,6,145,392
PR,2021-11-01,7,287,551
PR,2021-11-01,8,150,253
PR,2021-11-01,9,45,64
PR,2021-12-01,1,1,51
PR,2021-12-01,2,2,39
PR,2021-12-01,3,11,81
PR,2021-12-01,4,23,103
PR,2021-12-01,5,47,139
PR,2021-12-01,6,70,183
PR,2021-12-01,7,131,210
PR,2021-12-01,8,85,114
PR,2021-12-01,9,19,19
PR,2022-01-01,1,3,26
PR,2022-01-01,2,0,25
PR,2022-01-01,3,6,33
PR,2022-01-01,4,7,48
PR,2022-01-01,5,15,64
PR,2022-01-01,6,44,95
PR,2022-01-01,7,40,61
PR,2022-01-01,8,18,41
PR,2022-01-01,9,4,11
PR,2022-02-01,1,1,18
PR,2022-02-01,2,1,17
PR,2022-02-01,3,1,10
PR,2022-02-01,4,4,19
PR,2022-02-01,5,8,28
PR,2022-02-01,6,19,49
PR,2022-02-01,7,18,32
PR,2022-02-01,8,17,30
PR,2022-02-01,9,3,9
PR,2022-03-01,1,1,0
PR,2022-03-01,2,0,0
PR,2022-03-01,3,0,0
PR,2022-03-01,4,2,2
PR,2022-03-01,5,2,1
PR,2022-03-01,6,5,1
PR,2022-03-01,7,5,1
PR,2022-03-01,8,5,2
PR,2022-03-01,9,0,0
PR,2022-04-01,1,0,0
PR,2022-04-01,2,1,0
PR,2022-04-01,3,1,0
PR,2022-04-01,4,0,0
PR,2022-04-01,5,0,0
PR,2022-04-01,6,0,0
PR,2022-04-01,7,3,0
PR,2022-04-01,8,0,0
PR,2022-04-01,9,1,1
PR,2022-05-01,1,0,0
PR,2022-05-01,2,0,0
PR,2022-05-01,3,1,0
PR,2022-05-01,4,0,0
PR,2022-05-01,5,2,0
PR,2022-05-01,6,1,0
PR,2022-05-01,7,2,1
PR,2022-05-01,8,0,0
PR,2022-05-01,9,0,0
PR,2022-06-01,1,0,0
PR,2022-06-01,2,0,1
PR,2022-06-01,3,0,0
PR,2022-06-01,4,1,0
PR,2022-06-01,5,0,0
PR,2022-06-01,6,0,0
PR,2022-06-01,7,0,0
PR,2022-06-01,8,0,0
PR,2022-06-01,9,0,1
PR,2022-07-01,1,0,0
PR,2022-07-01,2,0,0
PR,2022-07-01,3,0,0
PR,2022-07-01,4,0,0
PR,2022-07-01,5,1,0
PR,2022-07-01,6,0,0
PR,2022-07-01,7,0,1
PR,2022-07-01,8,0,0
PR,2022-07-01,9,0,0
PR,2022-08-01,1,0,0
PR,2022-08-01,2,0,0
PR,2022-08-01,3,0,0
PR,2022-08-01,4,0,0
PR,2022-08-01,5,0,0
PR,2022-08-01,6,0,0
PR,2022-08-01,7,0,0
PR,2022-08-01,8,0,0
PR,2022-08-01,9,0,0
PR,2022-09-01,1,0,0
PR,2022-09-01,2,0,0
PR,2022-09-01,3,1,0
PR,2022-09-01,4,0,0
PR,2022-09-01,5,0,0
PR,2022-09-01,6,0,0
PR,2022-09-01,7,0,0
PR,2022-09-01,8,0,1
PR,2022-09-01,9,0,0
PR,2022-10-01,1,0,0
PR,2022-10-01,2,0,0
PR,2022-10-01,3,0,0
PR,2022-10-01,4,0,0
PR,2022-10-01,5,0,0
PR,2022-10-01,6,0,0
PR,2022-10-01,7,0,0
PR,2022-10-01,8,1,0
PR,2022-10-01,9,0,0
PR,2022-11-01,1,0,0
PR,2022-11-01,2,0,0
PR,2022-11-01,3,0,0
PR,2022-11-01,4,0,0
PR,2022-11-01,5,0,0
PR,2022-11-01,6,0,0
PR,2022-11-01,7,0,0
PR,2022-11-01,8,0,0
PR,2022-11-01,9,0,0
PR,2022-12-01,1,0,0
PR,2022-12-01,2,0,0
PR,2022-12-01,3,0,0
PR,2022-12-01,4,0,0
PR,2022-12-01,5,0,0
PR,2022-12-01,6,0,0
PR,2022-12-01,7,0,0
PR,2022-12-01,8,0,1
PR,2022-12-01,9,1,1
PR,2023-01-01,1,0,0
PR,2023-01-01,2,0,0
PR,2023-01-01,3,0,0
PR,2023-01-01,4,0,0
PR,2023-01-01,5,0,0
PR,2023-01-01,6,0,0
PR,2023-01-01,7,0,1
PR,2023-01-01,8,0,0
PR,2023-01-01,9,0,0
PR,2023-02-01,1,0,0
PR,2023-02-01,2,0,0
PR,2023-02-01,3,0,0
PR,2023-02-01,4,0,0
PR,2023-02-01,5,0,0
PR,2023-02-01,6,0,0
PR,2023-02-01,7,0,0
PR,2023-02-01,8,0,1
PR,2023-02-01,9,0,0
PR,2023-03-01,1,0,0
PR,2023-03-01,2,0,0
PR,2023-03-01,3,0,0
PR,2023-03-01,4,0,0
PR,2023-03-01,5,0,0
PR,2023-03-01,6,0,0
PR,2023-03-01,7,0,0
PR,2023-03-01,8,0,0
PR,2023-03-01,9,0,0
PR,2023-04-01,1,0,0
PR,2023-04-01,2,0,0
PR,2023-04-01,3,0,0
PR,2023-04-01,4,0,0
PR,2023-04-01,5,0,0
PR,2023-04-01,6,0,0
PR,2023-04-01,7,0,0
PR,2023-04-01,8,0,0
PR,2023-04-01,9,0,0
RJ,2021-02-01,1,4,125
RJ,2021-02-01,2,19,140
RJ,2021-02-01,3,22,290
RJ,2021-02-01,4,61,558
RJ,2021-02-01,5,155,887
RJ,2021-02-01,6,300,1290
RJ,2021-02-01,7,369,1255
RJ,2021-02-01,8,353,919
RJ,2021-02-01,9,138,303
RJ,2021-03-01,1,3,132
RJ,2021-03-01,2,21,144
RJ,2021-03-01,3,41,387
RJ,2021-03-01,4,114,630
RJ,2021-03-01,5,200,914
RJ,2021-03-01,6,433,1273
RJ,2021-03-01,7,513,1177
RJ,2021-03-01,8,443,745
RJ,2021-03-01,9,177,236
RJ,2021-04-01,1,9,242
RJ,2021-04-01,2,52,469
RJ,2021-04-01,3,183,1376
RJ,2021-04-01,4,390,2484
RJ,2021-04-01,5,695,3240
RJ,2021-04-01,6,1160,3848
RJ,2021-04-01,7,1248,2915
RJ,2021-04-01,8,723,1414
RJ,2021-04-01,9,208,313
RJ,2021-05-01,1,16,181
RJ,2021-05-01,2,94,461
RJ,2021-05-01,3,308,1427
RJ,2021-05-01,4,711,2711
RJ,2021-05-01,5,1268,3560
RJ,2021-05-01,6,2076,4535
RJ,2021-05-01,7,1755,2792
RJ,2021-05-01,8,761,1027
RJ,2021-05-01,9,226,290
RJ,2021-06-01,1,6,242
RJ,2021-06-01,2,93,563
RJ,2021-06-01,3,281,1692
RJ,2021-06-01,4,688,2968
RJ,2021-06-01,5,1213,4059
RJ,2021-06-01,6,1526,2804
RJ,2021-06-01,7,902,1430
RJ,2021-06-01,8,544,967
RJ,2021-06-01,9,182,298
RJ,2021-07-01,1,10,159
RJ,2021-07-01,2,59,403
RJ,2021-07-01,3,246,1170
RJ,2021-07-01,4,507,2010
RJ,2021-07-01,5,870,2287
RJ,2021-07-01,6,616,1187
RJ,2021-07-01,7,551,1010
RJ,2021-07-01,8,415,673
RJ,2021-07-01,9,145,207
RJ,2021-08-01,1,7,174
RJ,2021-08-01,2,50,354
RJ,2021-08-01,3,147,947
RJ,2021-08-01,4,354,1359
RJ,2021-08-01,5,424,1270
RJ,2021-08-01,6,405,1132
RJ,2021-08-01,7,478,1195
RJ,2021-08-01,8,417,827
RJ,2021-08-01,9,156,276
RJ,2021-09-01,1,6,239
RJ,2021-09-01,2,53,441
RJ,2021-09-01,3,175,805
RJ,2021-09-01,4,218,958
RJ,2021-09-01,5,383,1280
RJ,2021-09-01,6,603,1719
RJ,2021-09-01,7,769,2115
RJ,2021-09-01,8,653,1401
RJ,2021-09-01,9,269,433
RJ,2021-10-01,1,8,144
RJ,2021-10-01,2,41,154
RJ,2021-10-01,3,74,287
RJ,2021-10-01,4,136,459
RJ,2021-10-01,5,252,650
RJ,2021-10-01,6,510,1083
RJ,2021-10-01,7,839,1447
RJ,2021-10-01,8,653,917
RJ,2021-10-01,9,219,317
RJ,2021-11-01,1,5,77
RJ,2021-11-01,2,14,51
RJ,2021-11-01,3,28,106
RJ,2021-11-01,4,58,158
RJ,2021-11-01,5,87,207
RJ,2021-11-01,6,253,393
RJ,2021-11-01,7,329,458
RJ,2021-11-01,8,245,247
RJ,2021-11-01,9,90,63
RJ,2021-12-01,1,2,63
RJ,2021-12-01,2,5,32
RJ,2021-12-01,3,11,45
RJ,2021-12-01,4,17,56
RJ,2021-12-01,5,46,109
RJ,2021-12-01,6,85,166
RJ,2021-12-01,7,98,144
RJ,2021-12-01,8,89,110
RJ,2021-12-01,9,19,31
RJ,2022-01-01,1,3,43
RJ,2022-01-01,2,3,32
RJ,2022-01-01,3,7,34
RJ,2022-01-01,4,16,54
RJ,2022-01-01,5,22,60
RJ,2022-01-01,6,48,108
RJ,2022-01-01,7,49,108
RJ,2022-01-01,8,35,85
RJ,2022-01-01,9,14,24
RJ,2022-02-01,1,4,16
RJ,2022-02-01,2,4,18
RJ,2022-02-01,3,6,25
RJ,2022-02-01,4,5,37
RJ,2022-02-01,5,15,35
RJ,2022-02-01,6,33,50
RJ,2022-02-01,7,53,60
RJ,2022-02-01,8,31,54
RJ,2022-02-01,9,23,26
RJ,2022-03-01,1,0,1
RJ,2022-03-01,2,1,2
RJ,2022-03-01,3,2,0
RJ,2022-03-01,4,5,5
RJ,2022-03-01,5,6,0
RJ,2022-03-01,6,8,0
RJ,2022-03-01,7,13,3
RJ,2022-03-01,8,15,2
RJ,2022-03-01,9,6,1
RJ,2022-04-01,1,0,0
RJ,2022-04-01,2,1,0
RJ,2022-04-01,3,0,0
RJ,2022-04-01,4,1,0
RJ,2022-04-01,5,3,0
RJ,2022-04-01,6,1,0
RJ,2022-04-01,7,0,0
RJ,2022-04-01,8,4,0
RJ,2022-04-01,9,1,0
RJ,2022-05-01,1,0,0
RJ,2022-05-01,2,1,0
RJ,2022-05-01,3,0,0
RJ,2022-05-01,4,0,0
RJ,2022-05-01,5,2,0
RJ,2022-05-01,6,2,0
RJ,2022-05-01,7,5,0
RJ,2022-05-01,8,1,0
RJ,2022-05-01,9,0,0
RJ,2022-06-01,1,0,0
RJ,2022-06-01,2,0,0
RJ,2022-06-01,3,0,0
RJ,2022-06-01,4,0,0
RJ,2022-06-01,5,2,0
RJ,2022-06-01,6,0,0
RJ,2022-06-01,7,0,0
RJ,2022-06-01,8,1,0
RJ,2022-06-01,9,0,0
RJ,2022-07-01,1,0,0
RJ,2022-07-01,2,0,0
RJ,2022-07-01,3,0,0
RJ,2022-07-01,4,0,0
RJ,2022-07-01,5,0,0
RJ,2022-07-01,6,0,0
RJ,2022-07-01,7,0,1
RJ,2022-07-01,8,0,1
RJ,2022-07-01,9,0,1
RJ,2022-08-01,1,0,0
RJ,2022-08-01,2,0,0
RJ,2022-08-01,3,0,0
RJ,2022-08-01,4,0,0
RJ,2022-08-01,5,0,0
RJ,2022-08-01,6,0,1
RJ,2022-08-01,7,0,0
RJ,2022-08-01,8,1,0
RJ,2022-08-01,9,0,0
RJ,2022-09-01,1,0,0
RJ,2022-09-01,2,0,1
RJ,2022-09-01,3,0,0
RJ,2022-09-01,4,0,0
RJ,2022-09-01,5,1,0
RJ,2022-09-01,6,0,0
RJ,2022-09-01,7,1,0
RJ,2022-09-01,8,0,0
RJ,2022-09-01,9,0,0
RJ,2022-10-01,1,0,0
RJ,2022-10-01,2,0,0
RJ,2022-10-01,3,0,0
RJ,2022-10-01,4,0,0
RJ,2022-10-01,5,0,0
RJ,2022-10-01,6,0,0
RJ,2022-10-01,7,0,0
RJ,2022-10-01,8,0,0
RJ,2022-10-01,9,0,0
RJ,2022-11-01,1,0,0
RJ,2022-11-01,2,0,0
RJ,2022-11-01,3,0,0
RJ,2022-11-01,4,0,0
RJ,2022-11-01,5,1,0
RJ,2022-11-01,6,0,0
RJ,2022-11-01,7,0,0
RJ,2022-11-01,8,0,0
RJ,2022-11-01,9,0,0
RJ,2022-12-01,1,0,0
RJ,2022-12-01,2,0,0
RJ,2022-12-01,3,0,0
RJ,2022-12-01,4,0,0
RJ,2022-12-01,5,0,0
RJ,2022-12-01,6,0,0
RJ,2022-12-01,7,0,0
RJ,2022-12-01,8,0,1
RJ,2022-12-01,9,0,0
RJ,2023-01-01,1,0,0
RJ,2023-01-01,2,0,0
RJ,2023-01-01,3,0,0
RJ,2023-01-01,4,0,0
RJ,2023-01-01,5,0,1
RJ,2023-01-01,6,0,0
RJ,2023-01-01,7,0,0
RJ,2023-01-01,8,0,0
RJ,2023-01-01,9,0,0
RJ,2023-02-01,1,0,0
RJ,2023-02-01,2,0,0
RJ,2023-02-01,3,0,0
RJ,2023-02-01,4,0,0
RJ,2023-02-01,5,0,0
RJ,2023-02-01,6,0,0
RJ,2023-02-01,7,0,0
RJ,2023-02-01,8,0,0
RJ,2023-02-01,9,0,0
RJ,2023-03-01,1,0,0
RJ,2023-03-01,2,0,0
RJ,2023-03-01,3,0,0
RJ,2023-03-01,4,0,0
RJ,2023-03-01,5,0,0
RJ,2023-03-01,6,0,0
RJ,2023-03-01,7,0,0
RJ,2023-03-01,8,0,0
RJ,2023-03-01,9,0,0
RJ,2023-04-01,1,0,0
RJ,2023-04-01,2,0,0
RJ,2023-04-01,3,0,0
RJ,2023-04-01,4,0,0
RJ,2023-04-01,5,0,0
RJ,2023-04-01,6,0,0
RJ,2023-04-01,7,0,0
RJ,2023-04-01,8,0,0
RJ,2023-04-01,9,0,0
RN,2021-02-01,1,0,6
RN,2021-02-01,2,0,14
RN,2021-02-01,3,7,52
RN,2021-02-01,4,11,70
RN,2021-02-01,5,7,99
RN,2021-02-01,6,16,112
RN,2021-02-01,7,22,100
RN,2021-02-01,8,29,85
RN,2021-02-01,9,14,39
RN,2021-03-01,1,1,15
RN,2021-03-01,2,3,50
RN,2021-03-01,3,16,145
RN,2021-03-01,4,29,199
RN,2021-03-01,5,58,244
RN,2021-03-01,6,75,271
RN,2021-03-01,7,83,225
RN,2021-03-01,8,62,116
RN,2021-03-01,9,32,40
RN,2021-04-01,1,2,15
RN,2021-04-01,2,18,101
RN,2021-04-01,3,49,269
RN,2021-04-01,4,92,406
RN,2021-04-01,5,147,514
RN,2021-04-01,6,203,497
RN,2021-04-01,7,238,456
RN,2021-04-01,8,145,231
RN,2021-04-01,9,63,79
RN,2021-05-01,1,5,24
RN,2021-05-01,2,17,71
RN,2021-05-01,3,53,236
RN,2021-05-01,4,98,335
RN,2021-05-01,5,172,421
RN,2021-05-01,6,190,420
RN,2021-05-01,7,213,343
RN,2021-05-01,8,92,145
RN,2021-05-01,9,34,44
RN,2021-06-01,1,1,28
RN,2021-06-01,2,18,115
RN,2021-06-01,3,64,355
RN,2021-06-01,4,99,476
RN,2021-06-01,5,134,536
RN,2021-06-01,6,131,305
RN,2021-06-01,7,100,170
RN,2021-06-01,8,64,135
RN,2021-06-01,9,25,31
RN,2021-07-01,1,0,25
RN,2021-07-01,2,22,77
RN,2021-07-01,3,61,260
RN,2021-07-01,4,89,341
RN,2021-07-01,5,146,391
RN,2021-07-01,6,88,144
RN,2021-07-01,7,72,134
RN,2021-07-01,8,67,105
RN,2021-07-01,9,20,30
RN,2021-08-01,1,0,10
RN,2021-08-01,2,4,30
RN,2021-08-01,3,25,96
RN,2021-08-01,4,23,113
RN,2021-08-01,5,46,98
RN,2021-08-01,6,20,67
RN,2021-08-01,7,41,74
RN,2021-08-01,8,29,39
RN,2021-08-01,9,17,23
RN,2021-09-01,1,0,10
RN,2021-09-01,2,1,9
RN,2021-09-01,3,2,20
RN,2021-09-01,4,8,33
RN,2021-09-01,5,13,24
RN,2021-09-01,6,15,22
RN,2021-09-01,7,19,34
RN,2021-09-01,8,12,27
RN,2021-09-01,9,5,6
RN,2021-10-01,1,0,6
RN,2021-10-01,2,2,4
RN,2021-10-01,3,1,8
RN,2021-10-01,4,3,15
RN,2021-10-01,5,4,12
RN,2021-10-01,6,7,16
RN,2021-10-01,7,15,24
RN,2021-10-01,8,9,17
RN,2021-10-01,9,3,4
RN,2021-11-01,1,1,14
RN,2021-11-01,2,1,4
RN,2021-11-01,3,2,24
RN,2021-11-01,4,6,22
RN,2021-11-01,5,3,19
RN,2021-11-01,6,7,43
RN,2021-11-01,7,12,48
RN,2021-11-01,8,21,41
RN,2021-11-01,9,7,12
RN,2021-12-01,1,2,9
RN,2021-12-01,2,0,5
RN,2021-12-01,3,4,15
RN,2021-12-01,4,5,25
RN,2021-12-01,5,13,46
RN,2021-12-01,6,19,47
RN,2021-12-01,7,20,53
RN,2021-12-01,8,19,41
RN,2021-12-01,9,7,13
RN,2022-01-01,1,0,3
RN,2022-01-01,2,1,4
RN,2022-01-01,3,4,14
RN,2022-01-01,4,3,23
RN,2022-01-01,5,3,29
RN,2022-01-01,6,18,30
RN,2022-01-01,7,17,29
RN,2022-01-01,8,17,27
RN,2022-01-01,9,7,8
RN,2022-02-01,1,0,5
RN,2022-02-01,2,0,0
RN,2022-02-01,3,3,8
RN,2022-02-01,4,3,5
RN,2022-02-01,5,7,3
RN,2022-02-01,6,12,7
RN,2022-02-01,7,9,9
RN,2022-02-01,8,5,8
RN,2022-02-01,9,2,4
RN,2022-03-01,1,0,0
RN,2022-03-01,2,0,0
RN,2022-03-01,3,2,1
RN,2022-03-01,4,0,0
RN,2022-03-01,5,1,1
RN,2022-03-01,6,0,0
RN,2022-03-01,7,0,0
RN,2022-03-01,8,1,0
RN,2022-03-01,9,0,1
RN,2022-04-01,1,0,0
RN,2022-04-01,2,0,0
RN,2022-04-01,3,0,0
RN,2022-04-01,4,0,0
RN,2022-04-01,5,0,0
RN,2022-04-01,6,0,0
RN,2022-04-01,7,0,0
RN,2022-04-01,8,0,0
RN,2022-04-01,9,0,0
RN,2022-05-01,1,0,0
RN,2022-05-01,2,0,0
RN,2022-05-01,3,0,0
RN,2022-05-01,4,0,0
RN,2022-05-01,5,1,0
RN,2022-05-01,6,0,0
RN,2022-05-01,7,0,0
RN,2022-05-01,8,0,0
RN,2022-05-01,9,0,0
RN,2022-06-01,1,0,0
RN,2022-06-01,2,0,0
RN,2022-06-01,3,0,0
RN,2022-06-01,4,0,0
RN,2022-06-01,5,0,0
RN,2022-06-01,6,0,0
RN,2022-06-01,7,0,0
RN,2022-06-01,8,0,0
RN,2022-06-01,9,0,0
RN,2022-07-01,1,0,0
RN,2022-07-01,2,0,0
RN,2022-07-01,3,0,0
RN,2022-07-01,4,0,0
RN,2022-07-01,5,0,0
RN,2022-07-01,6,0,0
RN,2022-07-01,7,0,0
RN,2022-07-01,8,0,0
RN,2022-07-01,9,0,0
RN,2022-08-01,1,0,0
RN,2022-08-01,2,0,0
RN,2022-08-01,3,0,0
RN,2022-08-01,4,0,0
RN,2022-08-01,5,0,0
RN,2022-08-01,6,0,0
RN,2022-08-01,7,0,0
RN,2022-08-01,8,0,0
RN,2022-08-01,9,0,0
RN,2022-09-01,1,0,0
RN,2022-09-01,2,0,0
RN,2022-09-01,3,0,0
RN,2022-09-01,4,0,0
RN,2022-09-01,5,0,0
RN,2022-09-01,6,0,0
RN,2022-09-01,7,0,0
RN,2022-09-01,8,0,0
RN,2022-09-01,9,0,0
RN,2022-10-01,1,0,0
RN,2022-10-01,2,0,0
RN,2022-10-01,3,0,0
RN,2022-10-01,4,0,0
RN,2022-10-01,5,0,0
RN,2022-10-01,6,0,0
RN,2022-10-01,7,0,0
RN,2022-10-01,8,0,0
RN,2022-10-01,9,0,0
RN,2022-11-01,1,0,0
RN,2022-11-01,2,0,0
RN,2022-11-01,3,0,0
RN,2022-11-01,4,0,0
RN,2022-11-01,5,0,0
RN,2022-11-01,6,0,0
RN,2022-11-01,7,0,0
RN,2022-11-01,8,0,0
RN,2022-11-01,9,0,0
RN,2022-12-01,1,0,0
RN,2022-12-01,2,0,0
RN,2022-12-01,3,0,0
RN,2022-12-01,4,0,0
RN,2022-12-01,5,0,0
RN,2022-12-01,6,0,0
RN,2022-12-01,7,0,0
RN,2022-12-01,8,0,0
RN,2022-12-01,9,0,0
RN,2023-01-01,1,0,0
RN,2023-01-01,2,0,0
RN,2023-01-01,3,0,0
RN,2023-01-01,4,0,0
RN,2023-01-01,5,0,0
RN,2023-01-01,6,0,0
RN,2023-01-01,7,0,0
RN,2023-01-01,8,0,0
RN,2023-01-01,9,0,0
RN,2023-02-01,1,0,0
RN,2023-02-01,2,0,0
RN,2023-02-01,3,0,0
RN,2023-02-01,4,0,0
RN,2023-02-01,5,0,0
RN,2023-02-01,6,0,0
RN,2023-02-01,7,0,0
RN,2023-02-01,8,0,0
RN,2023-02-01,9,0,0
RN,2023-03-01,1,0,0
RN,2023-03-01,2,0,0
RN,2023-03-01,3,0,0
RN,2023-03-01,4,0,0
RN,2023-03-01,5,0,0
RN,2023-03-01,6,0,0
RN,2023-03-01,7,0,0
RN,2023-03-01,8,0,0
RN,2023-03-01,9,0,0
RN,2023-04-01,1,0,0
RN,2023-04-01,2,0,0
RN,2023-04-01,3,0,0
RN,2023-04-01,4,0,0
RN,2023-04-01,5,0,0
RN,2023-04-01,6,0,0
RN,2023-04-01,7,0,0
RN,2023-04-01,8,0,0
RN,2023-04-01,9,0,0
RO,2021-02-01,1,3,14
RO,2021-02-01,2,1,26
RO,2021-02-01,3,10,75
RO,2021-02-01,4,16,136
RO,2021-02-01,5,23,165
RO,2021-02-01,6,39,146
RO,2021-02-01,7,41,118
RO,2021-02-01,8,21,60
RO,2021-02-01,9,7,10
RO,2021-03-01,1,1,6
RO,2021-03-01,2,5,61
RO,2021-03-01,3,28,186
RO,2021-03-01,4,48,250
RO,2021-03-01,5,109,314
RO,2021-03-01,6,120,313
RO,2021-03-01,7,105,223
RO,2021-03-01,8,80,120
RO,2021-03-01,9,13,20
RO,2021-04-01,1,2,17
RO,2021-04-01,2,23,114
RO,2021-04-01,3,69,262
RO,2021-04-01,4,125,374
RO,2021-04-01,5,168,440
RO,2021-04-01,6,255,474
RO,2021-04-01,7,199,341
RO,2021-04-01,8,92,114
RO,2021-04-01,9,23,25
RO,2021-05-01,1,0,11
RO,2021-05-01,2,19,69
RO,2021-05-01,3,37,159
RO,2021-05-01,4,102,288
RO,2021-05-01,5,153,375
RO,2021-05-01,6,182,314
RO,2021-05-01,7,157,210
RO,2021-05-01,8,38,51
RO,2021-05-01,9,9,15
RO,2021-06-01,1,2,19
RO,2021-06-01,2,5,67
RO,2021-06-01,3,34,132
RO,2021-06-01,4,45,192
RO,2021-06-01,5,90,270
RO,2021-06-01,6,85,176
RO,2021-06-01,7,51,70
RO,2021-06-01,8,18,28
RO,2021-06-01,9,10,11
RO,2021-07-01,1,1,15
RO,2021-07-01,2,5,39
RO,2021-07-01,3,20,130
RO,2021-07-01,4,34,180
RO,2021-07-01,5,51,195
RO,2021-07-01,6,47,104
RO,2021-07-01,7,40,67
RO,2021-07-01,8,14,32
RO,2021-07-01,9,3,6
RO,2021-08-01,1,0,9
RO,2021-08-01,2,3,35
RO,2021-08-01,3,11,63
RO,2021-08-01,4,37,88
RO,2021-08-01,5,36,93
RO,2021-08-01,6,32,90
RO,2021-08-01,7,19,42
RO,2021-08-01,8,11,22
RO,2021-08-01,9,2,4
RO,2021-09-01,1,0,9
RO,2021-09-01,2,5,10
RO,2021-09-01,3,3,14
RO,2021-09-01,4,4,23
RO,2021-09-01,5,16,33
RO,2021-09-01,6,17,44
RO,2021-09-01,7,16,27
RO,2021-09-01,8,9,10
RO,2021-09-01,9,0,2
RO,2021-10-01,1,1,5
RO,2021-10-01,2,0,2
RO,2021-10-01,3,1,10
RO,2021-10-01,4,2,8
RO,2021-10-01,5,4,15
RO,2021-10-01,6,13,11
RO,2021-10-01,7,6,14
RO,2021-10-01,8,5,14
RO,2021-10-01,9,6,6
RO,2021-11-01,1,0,4
RO,2021-11-01,2,0,1
RO,2021-11-01,3,2,7
RO,2021-11-01,4,2,11
RO,2021-11-01,5,1,11
RO,2021-11-01,6,5,18
RO,2021-11-01,7,11,20
RO,2021-11-01,8,5,9
RO,2021-11-01,9,2,1
RO,2021-12-01,1,0,7
RO,2021-12-01,2,2,9
RO,2021-12-01,3,2,16
RO,2021-12-01,4,4,18
RO,2021-12-01,5,3,20
RO,2021-12-01,6,8,39
RO,2021-12-01,7,11,32
RO,2021-12-01,8,7,24
RO,2021-12-01,9,0,3
RO,2022-01-01,1,0,13
RO,2022-01-01,2,1,7
RO,2022-01-01,3,3,14
RO,2022-01-01,4,2,24
RO,2022-01-01,5,9,31
RO,2022-01-01,6,19,31
RO,2022-01-01,7,16,31
RO,2022-01-01,8,26,25
RO,2022-01-01,9,1,0
RO,2022-02-01,1,1,2
RO,2022-02-01,2,1,1
RO,2022-02-01,3,3,7
RO,2022-02-01,4,1,9
RO,2022-02-01,5,6,4
RO,2022-02-01,6,9,8
RO,2022-02-01,7,9,10
RO,2022-02-01,8,6,8
RO,2022-02-01,9,0,0
RO,2022-03-01,1,0,0
RO,2022-03-01,2,0,0
RO,2022-03-01,3,0,0
RO,2022-03-01,4,0,0
RO,2022-03-01,5,0,0
RO,2022-03-01,6,2,0
RO,2022-03-01,7,0,0
RO,2022-03-01,8,0,0
RO,2022-03-01,9,0,0
RO,2022-04-01,1,0,0
RO,2022-04-01,2,0,0
RO,2022-04-01,3,0,0
RO,2022-04-01,4,0,0
RO,2022-04-01,5,0,1
RO,2022-04-01,6,0,0
RO,2022-04-01,7,0,0
RO,2022-04-01,8,0,0
RO,2022-04-01,9,0,0
RO,2022-05-01,1,0,1
RO,2022-05-01,2,0,0
RO,2022-05-01,3,0,0
RO,2022-05-01,4,0,0
RO,2022-05-01,5,0,0
RO,2022-05-01,6,0,0
RO,2022-05-01,7,0,0
RO,2022-05-01,8,0,0
RO,2022-05-01,9,0,0
RO,2022-06-01,1,0,0
