Municipality Code,State,Municipality,Population,Observed Deaths,Deaths Counterfactual,Deaths Averted,Percent of Counterfactual Deaths Averted,"Observed Death Rate, per 100,000","Counterfactual Death Rate, per 100,000","Averted Death Rate, per 100,000"
412740,Paraná,Terra Roxa,17562,6,9.505288596,3.505288596,36.87724534,34.16467373,54.1241806,19.95950687
412750,Paraná,Tibagi,20688,42,65.53840965,23.53840965,35.91544222,203.0162413,316.7943235,113.7780822
412770,Paraná,Toledo,144601,397,1105.739255,708.739255,64.09641801,274.5485854,764.6829932,490.1344078
412780,Paraná,Tomazina,7699,1,1.026459324,0.026459324,2.577727486,12.98869983,13.33237205,0.343672219
412785,Paraná,Três Barras do Paraná,12036,27,48.58991696,21.58991696,44.43291594,224.3270189,403.7048601,179.3778411
412795,Paraná,Tupãssi,8105,8,17.5974241,9.597424096,54.53880093,98.70450339,217.1181258,118.4136224
412800,Paraná,Ubiratã,20809,35,236.9151956,201.9151956,85.22678129,168.1964535,1138.522733,970.3262798
412810,Paraná,Umuarama,113416,139,1114.142578,975.1425782,87.52403842,122.5576638,982.3504428,859.7927789
412820,Paraná,União da Vitória,58298,52,289.1914022,237.1914022,82.01882919,89.19688497,496.0571584,406.8602734
412840,Paraná,Uraí,11233,12,77.31460292,65.31460292,84.47899938,106.8280958,688.2809839,581.4528881
412850,Paraná,Wenceslau Braz,19358,5,46.95821827,41.95821827,89.35223655,25.82911458,242.57784,216.7487254
412855,Paraná,Vera Cruz do Oeste,8389,20,99.26244263,79.26244263,79.85139246,238.4074383,1183.245233,944.8377951
412860,Paraná,Verê,7094,2,23.5569793,21.5569793,91.50994712,28.19283902,332.0690625,303.8762235
412870,Paraná,Vitorino,6879,1,2.185188094,1.185188094,54.23734906,14.53699666,31.76607202,17.22907537
420010,Santa Catarina,Abelardo Luz,18015,5,8.150128826,3.150128826,38.65127648,27.7546489,45.24079282,17.48614392
420040,Santa Catarina,Água Doce,7160,6,10.15401024,4.154010242,40.91004581,83.79888268,141.8157855,58.01690282
420070,Santa Catarina,Alfredo Wagner,10136,1,1.498538205,0.498538205,33.2683013,9.865824783,14.78431536,4.91849058
420090,Santa Catarina,Angelina,4686,12,73.54439813,61.54439813,83.68332558,256.0819462,1569.449384,1313.367438
420110,Santa Catarina,Anitápolis,3223,3,4.196017292,1.196017292,28.50363116,93.08098045,130.1898012,37.10882074
420127,Santa Catarina,Arabutã,4268,0,0,0,NA,0,0,0
420140,Santa Catarina,Araranguá,69493,296,1551.154908,1255.154908,80.91744425,425.9421812,2232.102381,1806.1602
420150,Santa Catarina,Armazém,8843,5,9.110673708,4.110673708,45.11931653,56.54189755,103.0269559,46.48505833
420160,Santa Catarina,Arroio Trinta,3547,2,39.59692401,37.59692401,94.94910261,56.38567804,1116.349704,1059.964026
420200,Santa Catarina,Balneário Camboriú,149227,583,1430.253249,847.2532487,59.23798806,390.6799708,958.4413335,567.7613627
420230,Santa Catarina,Biguaçu,70471,89,156.3641453,67.36414527,43.0815806,126.2930851,221.8843854,95.59130035
420240,Santa Catarina,Blumenau,366418,442,1088.635124,646.6351237,59.39870115,120.6272618,297.1019774,176.4747157
420245,Santa Catarina,Bombinhas,20889,5,9.384299316,4.384299316,46.71951702,23.93604289,44.92459819,20.9885553
420260,Santa Catarina,Bom Retiro,10153,9,15.05868312,6.058683118,40.23381773,88.64375062,148.3175723,59.6738217
420280,Santa Catarina,Braço do Norte,34294,74,108.0121752,34.01217517,31.48920492,215.7811862,314.9593957,99.17820952
420290,Santa Catarina,Brusque,140597,308,586.5285557,278.5285557,47.48763773,219.0658407,417.1700361,198.1041955
420300,Santa Catarina,Caçador,80017,251,383.5626938,132.5626938,34.56089342,313.6833423,479.3515051,165.6681628
420310,Santa Catarina,Caibi,6112,8,17.50892556,9.508925555,54.30901814,130.8900524,286.4680228,155.5779705
420320,Santa Catarina,Camboriú,87179,15,16.9040529,1.904052898,11.26388393,17.2059785,19.39005139,2.184072882
420330,Santa Catarina,Campo Alegre,11985,14,157.0452003,143.0452003,91.08536907,116.8126825,1310.347937,1193.535255
420350,Santa Catarina,Campo Erê,8312,6,30.50785734,24.50785734,80.33293544,72.18479307,367.0338949,294.8491018
420360,Santa Catarina,Campos Novos,36861,82,370.9973423,288.9973423,77.89741579,222.4573397,1006.476608,784.0192679
420370,Santa Catarina,Canelinha,12553,0,0,0,NA,0,0,0
420380,Santa Catarina,Canoinhas,54558,109,2062.038575,1953.038575,94.71396892,199.7873822,3779.534762,3579.74738
420390,Santa Catarina,Capinzal,23218,27,77.28290359,50.28290359,65.06342445,116.2890861,332.8577121,216.568626
420410,Santa Catarina,Caxambu do Sul,3462,1,2.201869614,1.201869614,54.58405013,28.88503755,63.60108647,34.71604892
420420,Santa Catarina,Chapecó,227587,882,1705.756556,823.7565563,48.29273868,387.544104,749.496481,361.952377
420430,Santa Catarina,Concórdia,75683,286,3274.103799,2988.103799,91.26478519,377.8919969,4326.075604,3948.183607
420440,Santa Catarina,Coronel Freitas,9900,6,34.12815801,28.12815801,82.41920939,60.60606061,344.7288688,284.1228082
420455,Santa Catarina,Correia Pinto,12315,1,1.551910318,0.551910318,35.56328684,8.120178644,12.60178902,4.481610376
420460,Santa Catarina,Criciúma,219393,649,1321.529719,672.5297195,50.89024557,295.8161837,602.3572855,306.5411018
420470,Santa Catarina,Cunha Porã,11150,6,27.39103614,21.39103614,78.09502361,53.81165919,245.6595169,191.8478578
420480,Santa Catarina,Curitibanos,40037,223,687.2818298,464.2818298,67.55333979,556.9847891,1716.616704,1159.631915
420490,Santa Catarina,Descanso,8136,2,13.73198765,11.73198765,85.43546608,24.58210423,168.7805759,144.1984716
420500,Santa Catarina,Dionísio Cerqueira,15592,23,53.191382,30.191382,56.75991272,147.5115444,341.1453437,193.6337994
420530,Santa Catarina,Faxinal dos Guedes,10630,6,9.552123024,3.552123024,37.18673864,56.44402634,89.86004726,33.41602092
420540,Santa Catarina,Florianópolis,516524,1043,5255.631846,4212.631846,80.15462211,201.9267256,1017.500028,815.5733026
420550,Santa Catarina,Fraiburgo,36723,52,76.05139183,24.05139183,31.62518299,141.6006318,207.094714,65.49408227
420590,Santa Catarina,Gaspar,71925,133,238.2377764,105.2377764,44.17342118,184.9148418,331.2308326,146.3159908
420640,Santa Catarina,Guaraciaba,9964,15,141.9533559,126.9533559,89.43314872,150.541951,1424.662343,1274.120392
420650,Santa Catarina,Guaramirim,46757,30,44.67601346,14.67601346,32.8498725,64.16151592,95.5493583,31.38784238
420660,Santa Catarina,Guarujá do Sul,5196,2,21.16714093,19.16714093,90.55139281,38.49114704,407.3737669,368.8826198
420690,Santa Catarina,Ibirama,19238,99,340.9805313,241.9805313,70.9660843,514.606508,1772.432328,1257.82582
420700,Santa Catarina,Içara,58055,133,330.8488775,197.8488775,59.80037744,229.0931014,569.8886875,340.7955862
420730,Santa Catarina,Imbituba,45711,118,446.4515984,328.4515984,73.5693633,258.1435541,976.6830706,718.5395165
420750,Santa Catarina,Indaial,72346,97,161.8049127,64.80491275,40.05126399,134.0779034,223.6542625,89.57635909
420760,Santa Catarina,Ipira,4367,1,23.53206807,22.53206807,95.75047974,22.89901534,538.8611877,515.9621724
420765,Santa Catarina,Iporã do Oeste,9093,9,39.48572554,30.48572554,77.20695295,98.97723524,434.2431051,335.2658698
420770,Santa Catarina,Ipumirim,7647,0,0,0,NA,0,0,0
420790,Santa Catarina,Irineópolis,11354,8,12.91129508,4.911295077,38.03874861,70.45974987,113.7158277,43.25607783
420800,Santa Catarina,Itá,6091,7,81.52608328,74.52608328,91.41379088,114.9236579,1338.467957,1223.544299
420810,Santa Catarina,Itaiópolis,21889,26,48.14279621,22.14279621,45.99399692,118.7811229,219.9405921,101.1594692
420820,Santa Catarina,Itajaí,226617,607,1057.075927,450.0759273,42.57744554,267.8528089,466.4592362,198.6064273
420830,Santa Catarina,Itapema,69323,50,101.2103291,51.21032906,50.59792764,72.12613418,145.9981955,73.87206131
420840,Santa Catarina,Itapiranga,17139,4,4.83040868,0.83040868,17.19127168,23.33858451,28.1837253,4.845140788
420845,Santa Catarina,Itapoá,21766,2,57.54948392,55.54948392,96.52472991,9.188642837,264.4008266,255.2121838
420850,Santa Catarina,Ituporanga,25619,121,206.8483658,85.84836576,41.50304279,472.3057106,807.4021849,335.0964743
420870,Santa Catarina,Jacinto Machado,10337,6,16.38234934,10.38234934,63.37521636,58.0439199,158.4826288,100.4387089
420880,Santa Catarina,Jaguaruna,20547,16,67.26017873,51.26017873,76.21177894,77.8702487,327.3479278,249.4776791
420890,Santa Catarina,Jaraguá do Sul,184579,528,938.4500043,410.4500043,43.73701342,286.0563769,508.4272882,222.3709113
420900,Santa Catarina,Joaçaba,30684,170,757.2855771,587.2855771,77.55140133,554.0346761,2468.014526,1913.97985
420910,Santa Catarina,Joinville,604708,1600,3673.353711,2073.353711,56.44307284,264.5905131,607.4590895,342.8685764
420930,Santa Catarina,Lages,157158,488,1347.952887,859.9528875,63.79695429,310.5155321,857.7055495,547.1900173
420940,Santa Catarina,Laguna,46424,184,779.4843649,595.4843649,76.39465161,396.3467172,1679.054724,1282.708006
420960,Santa Catarina,Lauro Müller,15380,2,3.923814059,1.923814059,49.02918512,13.00390117,25.51244512,12.50854395
420970,Santa Catarina,Lebon Régis,12122,28,39.51347759,11.51347759,29.13810247,230.984986,325.9650024,94.98001642
420985,Santa Catarina,Lindóia do Sul,4530,6,60.27390651,54.27390651,90.04544363,132.4503311,1330.549812,1198.099481
421000,Santa Catarina,Luiz Alves,13347,11,15.57242512,4.572425125,29.3623189,82.41552409,116.673598,34.25807391
421003,Santa Catarina,Luzerna,5683,2,22.48376196,20.48376196,91.10469145,35.19267992,395.6319191,360.4392392
421010,Santa Catarina,Mafra,56825,149,401.9848186,252.9848186,62.93392359,262.208535,707.4083917,445.1998567
421050,Santa Catarina,Maravilha,26463,101,330.7126329,229.7126329,69.45989056,381.6649662,1249.717087,868.0521213
421060,Santa Catarina,Massaranduba,17330,1,5.008971561,4.008971561,80.03582197,5.77034045,28.90347121,23.13313076
421080,Santa Catarina,Meleiro,6989,13,48.33633981,35.33633981,73.10512122,186.0065818,691.6059495,505.5993677
421090,Santa Catarina,Modelo,4227,6,59.82908615,53.82908615,89.97143298,141.9446416,1415.403032,1273.45839
421100,Santa Catarina,Mondaí,12034,5,6.573837554,1.573837554,23.94092554,41.54894466,54.62720254,13.07825789
421105,Santa Catarina,Monte Carlo,9945,5,6.057143553,1.057143553,17.45283968,50.27652086,60.90642085,10.62989998
421120,Santa Catarina,Morro da Fumaça,18095,31,47.01397391,16.01397391,34.06215765,171.3180437,259.817485,88.49944135
421130,Santa Catarina,Navegantes,85734,46,59.49913546,13.49913546,22.68795227,53.65432617,69.3996961,15.74536993
421150,Santa Catarina,Nova Trento,15010,80,298.7467773,218.7467773,73.22146845,532.9780147,1990.318303,1457.340288
421160,Santa Catarina,Nova Veneza,15515,1,1.463038965,0.463038965,31.64912049,6.445375443,9.429835416,2.984459972
421170,Santa Catarina,Orleans,23161,70,249.8136845,179.8136845,71.9791171,302.2322007,1078.59628,776.3640796
421175,Santa Catarina,Otacílio Costa,19201,23,32.95126601,9.951266006,30.19995045,119.7854278,171.612239,51.82681113
421190,Santa Catarina,Palhoça,178679,0,0,0,NA,0,0,0
421200,Santa Catarina,Palma Sola,7321,13,30.4785517,17.4785517,57.34705464,177.57137,416.3167832,238.7454131
421210,Santa Catarina,Palmitos,16144,31,134.4226848,103.4226848,76.93841627,192.0218038,832.6479484,640.6261447
421220,Santa Catarina,Papanduva,19521,17,77.91114104,60.91114104,78.18027079,87.08570258,399.1144974,312.0287948
421250,Santa Catarina,Penha,34022,20,26.80541305,6.805413046,25.38820437,58.78549174,78.78846936,20.00297762
421260,Santa Catarina,Peritiba,2733,0,0,0,NA,0,0,0
421280,Santa Catarina,Balneário Piçarras,24385,1,1.752871331,0.752871331,42.95074701,4.10088169,7.188317944,3.087436254
421290,Santa Catarina,Pinhalzinho,21103,9,21.76873973,12.76873973,58.65631124,42.64796474,103.154716,60.5067513
421320,Santa Catarina,Pomerode,34561,30,75.2902711,45.2902711,60.1542144,86.80304389,217.8474902,131.0444463
421340,Santa Catarina,Ponte Serrada,11674,12,19.74286726,7.742867264,39.21855504,102.7925304,169.1182736,66.32574323
421360,Santa Catarina,Porto União,35685,117,402.7512704,285.7512704,70.94981231,327.8688525,1128.629033,800.7601806
421370,Santa Catarina,Pouso Redondo,17965,17,36.74625093,19.74625093,53.73677703,94.6284442,204.5435621,109.9151179
421380,Santa Catarina,Praia Grande,7305,24,50.61274822,26.61274822,52.58111673,328.5420945,692.8507628,364.3086683
421400,Santa Catarina,Presidente Getúlio,17973,20,50.31020395,30.31020395,60.24663303,111.2780282,279.9210146,168.6429864
421420,Santa Catarina,Quilombo,9773,11,55.93434543,44.93434543,80.33408648,112.5549985,572.3354694,459.7804709
421470,Santa Catarina,Rio dos Cedros,11937,1,1.872358891,0.872358891,46.59143581,8.377314233,15.68533878,7.30802455
421480,Santa Catarina,Rio do Sul,72931,154,387.9792077,233.9792077,60.30715127,211.1584923,531.9811982,320.8227059
421490,Santa Catarina,Rio Fortuna,4630,4,16.85603954,12.85603954,76.26963326,86.39308855,364.0613292,277.6682406
421500,Santa Catarina,Rio Negrinho,42684,156,248.0173537,92.01735373,37.10117552,365.4765252,581.0546194,215.5780942
421540,Santa Catarina,Salto Veloso,4792,1,2.11968328,1.11968328,52.82314063,20.86811352,44.23379131,23.36567779
421550,Santa Catarina,Santa Cecília,17004,22,30.28151715,8.281517152,27.34842218,129.381322,178.0846692,48.70334716
421570,Santa Catarina,Santo Amaro da Imperatriz,23907,39,135.9929149,96.99291494,71.3220354,163.132137,568.841406,405.709269
421580,Santa Catarina,São Bento do Sul,86317,136,229.4917519,93.49175185,40.73861091,157.5587659,265.8708619,108.3120959
421590,Santa Catarina,São Bonifácio,2791,1,20,19,95,35.82945181,716.5890362,680.7595844
421600,Santa Catarina,São Carlos,11456,30,95.69683079,65.69683079,68.65099946,261.8715084,835.3424475,573.4709391
421610,Santa Catarina,São Domingos,9422,1,1.599072237,0.599072237,37.46373822,10.61345786,16.97168581,6.358227942
421620,Santa Catarina,São Francisco do Sul,54751,89,443.5369087,354.5369087,79.93402618,162.5541086,810.098279,647.5441704
421630,Santa Catarina,São João Batista,39719,35,54.10867818,19.10867818,35.31536682,88.11903623,136.2287021,48.10966585
421650,Santa Catarina,São Joaquim,27322,35,65.73365033,30.73365033,46.75482067,128.1018959,240.5887209,112.486825
421660,Santa Catarina,São José,253705,369,863.2880392,494.2880392,57.25644475,145.4445123,340.272379,194.8278667
421670,Santa Catarina,São José do Cedro,13811,11,39.79180278,28.79180278,72.3561155,79.64665846,288.1167387,208.4700802
421690,Santa Catarina,São Lourenço do Oeste,24501,23,144.7780975,121.7780975,84.11361912,93.87371944,590.9068915,497.033172
421710,Santa Catarina,São Martinho,3162,3,30.49901414,27.49901414,90.16361648,94.87666034,964.5482018,869.6715415
421720,Santa Catarina,São Miguel do Oeste,41246,264,1178.143665,914.1436654,77.59186695,640.0620666,2856.382838,2216.320771
421750,Santa Catarina,Seara,17610,7,27.53823917,20.53823917,74.58080033,39.75014196,156.3784166,116.6282747
421770,Santa Catarina,Sombrio,31084,37,70.30937391,33.30937391,47.37543809,119.0322996,226.1915259,107.1592263
421790,Santa Catarina,Tangará,8648,16,105.5387661,89.53876612,84.8396939,185.013876,1220.383512,1035.369636
421800,Santa Catarina,Tijucas,39889,40,122.9215496,82.92154958,67.45891983,100.2782722,308.1590152,207.880743
421820,Santa Catarina,Timbó,45703,173,638.9591707,465.9591707,72.92471758,378.5309498,1398.068334,1019.537384
421830,Santa Catarina,Três Barras,19455,28,43.18169158,15.18169158,35.15770463,143.921871,221.9567802,78.03490918
421840,Santa Catarina,Treze de Maio,7104,15,22.45426538,7.454265379,33.19754734,211.1486486,316.0791861,104.9305374
421860,Santa Catarina,Trombudo Central,7506,4,9.90040093,5.90040093,59.59759581,53.29070077,131.8998259,78.6091251
421870,Santa Catarina,Tubarão,107143,375,1537.730393,1162.730393,75.61341041,349.9995333,1435.21312,1085.213587
421880,Santa Catarina,Turvo,13080,20,59.03657684,39.03657684,66.12269703,152.9051988,451.3499759,298.4447771
421890,Santa Catarina,Urubici,11311,5,6.370764679,1.370764679,21.51648582,44.20475643,56.32362018,12.11886375
421900,Santa Catarina,Urussanga,21419,19,779.6692918,760.6692918,97.56306934,88.70628881,3640.082598,3551.37631
421930,Santa Catarina,Videira,54145,137,244.2061013,107.2061013,43.89984554,253.0242866,451.0224421,197.9981554
421950,Santa Catarina,Xanxerê,52290,291,584.170595,293.170595,50.18578434,556.5117613,1117.174594,560.6628323
421970,Santa Catarina,Xaxim,29254,52,142.4434787,90.44347873,63.49429229,177.7534696,486.9196647,309.1661951
430003,Rio Grande do Sul,Aceguá,4981,1,2.989407103,1.989407103,66.54855075,20.0762899,60.01620364,39.93991374
430010,Rio Grande do Sul,Agudo,16344,16,66.74535321,50.74535321,76.02829376,97.89525208,408.3783236,310.4830715
430020,Rio Grande do Sul,Ajuricaba,6951,11,99.66290631,88.66290631,88.96279428,158.2506114,1433.792351,1275.541739
430030,Rio Grande do Sul,Alecrim,5710,8,996.5590436,988.5590436,99.19723773,140.1050788,17452.87292,17312.76784
430040,Rio Grande do Sul,Alegrete,72493,241,1041.243336,800.2433356,76.85459376,332.4458913,1436.336385,1103.890494
430045,Rio Grande do Sul,Alegria,3287,0,0,0,NA,0,0,0
430050,Rio Grande do Sul,Alpestre,5885,3,22.53008361,19.53008361,86.68447019,50.97706032,382.8391437,331.8620834
430060,Rio Grande do Sul,Alvorada,212352,243,358.74125,115.74125,32.26315623,114.4326401,168.9370714,54.5044313
430064,Rio Grande do Sul,Ametista do Sul,7396,5,22.34372739,17.34372739,77.62235498,67.60411033,302.1055623,234.501452
430070,Rio Grande do Sul,Anta Gorda,5941,2,21.02081418,19.02081418,90.48562067,33.66436627,353.826194,320.1618277
430080,Rio Grande do Sul,Antônio Prado,13041,16,233.2845882,217.2845882,93.14142433,122.6899778,1788.855059,1666.165081
430087,Rio Grande do Sul,Araricá,5840,1,4.307304844,3.307304844,76.78362605,17.12328767,73.75521994,56.63193226
430090,Rio Grande do Sul,Aratiba,6145,0,0,0,NA,0,0,0
430100,Rio Grande do Sul,Arroio do Meio,21121,13,43.42070412,30.42070412,70.06036576,61.550116,205.5807212,144.0306052
430105,Rio Grande do Sul,Arroio do Sal,10483,1,15.79748341,14.79748341,93.66987783,9.53925403,150.6962073,141.1569533
430120,Rio Grande do Sul,Arroio do Tigre,13452,13,27.05363044,14.05363044,51.94729954,96.63990485,201.1123286,104.4724237
430130,Rio Grande do Sul,Arroio Grande,18185,21,73.66404519,52.66404519,71.4921982,115.479791,405.0813593,289.6015683
430140,Rio Grande do Sul,Arvorezinha,10422,11,25.58624642,14.58624642,57.00815267,105.5459605,245.5022685,139.956308
430150,Rio Grande do Sul,Augusto Pestana,6545,1,20,19,95,15.27883881,305.5767762,290.2979374
430160,Rio Grande do Sul,Bagé,121518,277,983.2659642,706.2659642,71.82857842,227.9497688,809.1525241,581.2027553
430163,Rio Grande do Sul,Balneário Pinhal,14645,3,31.64345445,28.64345445,90.51936632,20.4848071,216.0700202,195.5852131
430190,Rio Grande do Sul,Barra do Ribeiro,13618,1,3.700158315,2.700158315,72.97412935,7.343222206,27.1710847,19.8278625
430210,Rio Grande do Sul,Bento Gonçalves,123090,216,1078.282885,862.2828849,79.96815093,175.4813551,876.0117677,700.5304126
430220,Rio Grande do Sul,Boa Vista do Buricá,6712,7,53.81419657,46.81419657,86.99228002,104.2908224,801.760974,697.4701516
430230,Rio Grande do Sul,Bom Jesus,11270,1,1.834314665,0.834314665,45.48372647,8.873114463,16.27608398,7.402969519
430235,Rio Grande do Sul,Bom Princípio,14446,12,17.73208579,5.732085785,32.32606617,83.06797729,122.7473749,39.67939765
430240,Rio Grande do Sul,Bom Retiro do Sul,12448,18,168.3224867,150.3224867,89.30624164,144.6015424,1352.205067,1207.603524
430245,Rio Grande do Sul,Boqueirão do Leão,7691,14,20.45318487,6.453184869,31.5510025,182.0309453,265.9366125,83.90566726
430270,Rio Grande do Sul,Butiá,20963,17,62.90770992,45.90770992,72.97628539,81.09526308,300.0892521,218.993989
430280,Rio Grande do Sul,Caçapava do Sul,33476,43,274.0664563,231.0664563,84.31037473,128.450233,818.6953528,690.2451198
430290,Rio Grande do Sul,Cacequi,12291,4,24.79232575,20.79232575,83.86597514,32.54413799,201.7112176,169.1670796
430300,Rio Grande do Sul,Cachoeira do Sul,81552,172,1174.891763,1002.891763,85.36035357,210.9083775,1440.665788,1229.75741
430310,Rio Grande do Sul,Cachoeirinha,132144,219,438.5373709,219.5373709,50.06126854,165.7282964,331.8632483,166.1349519
430330,Rio Grande do Sul,Caibaté,4802,1,2.182553731,1.182553731,54.18211311,20.82465639,45.45093152,24.62627512
430340,Rio Grande do Sul,Caiçara,4659,4,31.60098254,27.60098254,87.34216572,85.85533376,678.2782257,592.422892
430350,Rio Grande do Sul,Camaquã,66686,198,1554.470671,1356.470671,87.26254515,296.913895,2331.030008,2034.116113
430360,Rio Grande do Sul,Cambará do Sul,6383,3,3.902023653,0.902023653,23.11681663,46.99984333,61.13150012,14.13165679
430370,Rio Grande do Sul,Campina das Missões,5325,5,278.2307164,273.2307164,98.20293026,93.89671362,5224.98998,5131.093266
430380,Rio Grande do Sul,Campinas do Sul,5422,2,40,38,95,36.88675765,737.7351531,700.8483954
430390,Rio Grande do Sul,Campo Bom,69981,157,266.9477165,109.9477165,41.1869852,224.3466084,381.4574191,157.1108108
430400,Rio Grande do Sul,Campo Novo,4273,6,63.84981561,57.84981561,90.60294859,140.4165692,1494.262008,1353.845439
430420,Rio Grande do Sul,Candelária,31475,38,136.056717,98.05671699,72.07047117,120.7307387,432.2691564,311.5384178
430430,Rio Grande do Sul,Cândido Godói,6106,3,41.15308253,38.15308253,92.71014511,49.13200131,673.9777683,624.845767
430440,Rio Grande do Sul,Canela,45957,127,257.2977382,130.2977382,50.64084088,276.3452793,559.8662623,283.520983
430450,Rio Grande do Sul,Canguçu,56370,78,412.4218029,334.4218029,81.08732384,138.3714742,731.6334981,593.2620239
430460,Rio Grande do Sul,Canoas,349728,1173,3107.482884,1934.482884,62.25240673,335.4035136,888.5427773,553.1392637
430463,Rio Grande do Sul,Capão da Canoa,55009,128,447.8286038,319.8286038,71.41763636,232.6891963,814.1006086,581.4114123
430470,Rio Grande do Sul,Carazinho,62413,231,1057.284076,826.2840763,78.15156729,370.1152004,1694.012588,1323.897387
430480,Rio Grande do Sul,Carlos Barbosa,30630,23,91.38573773,68.38573773,74.83195893,75.08978126,298.3536981,223.2639168
430490,Rio Grande do Sul,Casca,9070,8,67.83701161,59.83701161,88.20702768,88.20286659,747.9273607,659.7244941
430500,Rio Grande do Sul,Catuípe,8631,6,65.76546308,59.76546308,90.87667034,69.51685784,761.9680579,692.4512
430510,Rio Grande do Sul,Caxias do Sul,523716,1250,3766.34839,2516.34839,66.81135491,238.6789787,719.1585497,480.479571
430520,Rio Grande do Sul,Cerro Largo,14243,8,60.36898726,52.36898726,86.74816265,56.16794215,423.850223,367.6822809
430530,Rio Grande do Sul,Chapada,9211,7,104.5349782,97.53497823,93.3036768,75.99609163,1134.892826,1058.896735
430535,Rio Grande do Sul,Charqueadas,41705,148,282.6481487,134.6481487,47.63807911,354.8735164,677.7320434,322.858527
430540,Rio Grande do Sul,Chiapetta,3684,3,9.059754563,6.059754563,66.88652017,81.43322476,245.9216765,164.4884518
430545,Rio Grande do Sul,Cidreira,16897,2,2.946101883,0.946101883,32.11368516,11.83642067,17.43565061,5.599229943
430550,Rio Grande do Sul,Ciríaco,4693,1,20,19,95,21.30833156,426.1666312,404.8582996
430570,Rio Grande do Sul,Condor,6766,2,7.01687527,5.01687527,71.49728443,29.55956252,103.7078816,74.1483191
430580,Rio Grande do Sul,Constantina,9903,11,54.21401743,43.21401743,79.71004452,111.0774513,547.4504436,436.3729923
430590,Rio Grande do Sul,Coronel Bicaco,7213,10,34.91828596,24.91828596,71.36170999,138.6385692,484.1021207,345.4635514
430600,Rio Grande do Sul,Crissiumal,13269,10,108.4607359,98.46073587,90.78007362,75.36362951,817.3994715,742.0358419
430610,Rio Grande do Sul,Cruz Alta,59561,342,2121.301031,1779.301031,83.87781862,574.2012391,3561.56047,2987.359231
430620,Rio Grande do Sul,Cruzeiro do Sul,12457,9,91.5927611,82.5927611,90.17389596,72.24853496,735.2714225,663.0228876
430630,Rio Grande do Sul,David Canabarro,4732,13,131.589786,118.589786,90.12081379,274.7252747,2780.84924,2506.123965
430640,Rio Grande do Sul,Dois Irmãos,33547,22,28.73233103,6.732331031,23.43120377,65.57963454,85.64798948,20.06835494
430645,Rio Grande do Sul,Dois Lajeados,3410,5,81.03531775,76.03531775,93.82985081,146.627566,2376.40228,2229.774714
430650,Rio Grande do Sul,Dom Feliciano,15556,1,2.282690076,1.282690076,56.19203804,6.42838776,14.67401694,8.245629183
430660,Rio Grande do Sul,Dom Pedrito,38222,98,353.2432917,255.2432917,72.25708108,256.3968395,924.1884039,667.7915644
430673,Rio Grande do Sul,Doutor Maurício Cardoso,4380,4,63.29008933,59.29008933,93.67989516,91.32420091,1444.979208,1353.655008
430676,Rio Grande do Sul,Eldorado do Sul,42490,1,1.299297328,0.299297328,23.03532235,2.35349494,3.057889686,0.704394746
430680,Rio Grande do Sul,Encantado,23047,78,418.9548826,340.9548826,81.38224347,338.4388424,1817.828275,1479.389433
430690,Rio Grande do Sul,Encruzilhada do Sul,26039,45,166.5772757,121.5772757,72.98551089,172.8176965,639.7222461,466.9045496
430700,Rio Grande do Sul,Erechim,107368,264,1332.255483,1068.255483,80.18398098,245.8833172,1240.831051,994.9477341
430710,Rio Grande do Sul,Herval,6807,9,59.57979287,50.57979287,84.8942073,132.2168356,875.2724088,743.0555732
430720,Rio Grande do Sul,Erval Grande,4780,1,20,19,95,20.92050209,418.4100418,397.4895397
430730,Rio Grande do Sul,Erval Seco,6697,1,20,19,95,14.93205913,298.6411826,283.7091235
430750,Rio Grande do Sul,Espumoso,15594,66,289.7996529,223.7996529,77.2256456,423.2397076,1858.404854,1435.165146
430755,Rio Grande do Sul,Estação,5924,6,62.63970959,56.63970959,90.42141153,101.2829169,1057.388751,956.1058337
430760,Rio Grande do Sul,Estância Velha,51292,59,100.1836565,41.18365648,41.10815868,115.0276846,195.320238,80.29255338
430770,Rio Grande do Sul,Esteio,83352,194,632.5948012,438.5948012,69.33265976,232.7478645,758.943758,526.1958936
430780,Rio Grande do Sul,Estrela,34669,94,293.1522767,199.1522767,67.93475355,271.1355966,845.5746537,574.4390571
430781,Rio Grande do Sul,Estrela Velha,3646,0,0,0,NA,0,0,0
430790,Rio Grande do Sul,Farroupilha,73758,142,529.7143215,387.7143215,73.19309782,192.5214892,718.178803,525.6573138
430800,Rio Grande do Sul,Faxinal do Soturno,6651,43,219.7054401,176.7054401,80.42834079,646.5193204,3303.344461,2656.825141
430810,Rio Grande do Sul,Feliz,13728,19,75.28625481,56.28625481,74.76298954,138.4032634,548.4138608,410.0105974
430820,Rio Grande do Sul,Flores da Cunha,31352,21,81.55068277,60.55068277,74.24914264,66.9813728,260.1131755,193.1318027
430845,Rio Grande do Sul,Fortaleza dos Valos,4252,0,0,0,NA,0,0,0
430850,Rio Grande do Sul,Frederico Westphalen,31675,105,329.2721374,224.2721374,68.11148346,331.4917127,1039.533188,708.0414755
430860,Rio Grande do Sul,Garibaldi,35794,107,472.0496771,365.0496771,77.33289414,298.932782,1318.795544,1019.862762
430870,Rio Grande do Sul,Gaurama,5447,1,20,19,95,18.35872958,367.1745915,348.8158619
