Municipality Code,State,Municipality,Population,Observed Deaths,Deaths Counterfactual,Deaths Averted,Percent of Counterfactual Deaths Averted,"Observed Death Rate, per 100,000","Counterfactual Death Rate, per 100,000","Averted Death Rate, per 100,000"
280700,Sergipe,São Miguel do Aleixo,3964,1,1.287282901,0.287282901,22.31699811,25.22704339,32.47434159,7.2472982
280710,Sergipe,Simão Dias,40724,10,54.9076456,44.9076456,81.78760009,24.55554464,134.8287143,110.2731696
280740,Sergipe,Tobias Barreto,52861,10,58.56576875,48.56576875,82.92517931,18.91753845,110.7920182,91.87447977
290020,Bahia,Abaré,20594,2,21.71260911,19.71260911,90.78876246,9.711566476,105.4317233,95.72015687
290035,Bahia,Adustina,17209,1,1.951507649,0.951507649,48.75756697,5.810912894,11.34004096,5.529128066
290070,Bahia,Alagoinhas,153023,94,268.6020669,174.6020669,65.00399231,61.42867412,175.5305196,114.1018454
290080,Bahia,Alcobaça,22509,3,3.648092942,0.648092942,17.76525302,13.32800213,16.2072635,2.879261369
290100,Bahia,Amargosa,37631,8,36.4875163,28.4875163,78.07469291,21.25906832,96.96132524,75.70225692
290110,Bahia,Amélia Rodrigues,24997,9,31.42551386,22.42551386,71.36085017,36.00432052,125.7171415,89.71282097
290115,Bahia,América Dourada,16086,1,1.146511117,0.146511117,12.77886579,6.216585851,7.127384788,0.910798937
290120,Bahia,Anagé,21229,1,2.584932078,1.584932078,61.31426397,4.710537472,12.17641941,7.465881942
290130,Bahia,Andaraí,13122,1,1,0,0,7.620789514,7.620789514,0
290135,Bahia,Andorinha,14416,7,50.77673041,43.77673041,86.21415766,48.55715871,352.2248225,303.6676638
290150,Bahia,Anguera,11369,1,1.22078508,0.22078508,18.08549951,8.79584836,10.73784044,1.941992081
290210,Bahia,Araci,54903,9,15.73136125,6.73136125,42.78943915,16.39254686,28.65300849,12.26046163
290240,Bahia,Aurelino Leal,11079,3,3.349765051,0.349765051,10.4414801,27.07825616,30.23526538,3.157009219
290250,Bahia,Baianópolis,13979,2,2.216607774,0.216607774,9.772038923,14.30717505,15.85669772,1.549522673
290280,Bahia,Barra da Estiva,20198,9,13.40835917,4.408359174,32.87769306,44.55886721,66.38458845,21.82572123
290290,Bahia,Barra do Choça,30831,5,12.89485959,7.89485959,61.22485891,16.21744348,41.82433132,25.60688784
290320,Bahia,Barreiras,158432,497,1653.917043,1156.917043,69.95012523,313.6992527,1043.928652,730.2293997
290327,Bahia,Barrocas,16225,1,1.722331364,0.722331364,41.93916333,6.163328197,10.61529346,4.451965262
290340,Bahia,Belmonte,23540,6,26.40612175,20.40612175,77.27799616,25.48853016,112.1755385,86.6870083
290350,Bahia,Belo Campo,17013,3,30.74574619,27.74574619,90.24255264,17.63357433,180.7191336,163.0855592
290380,Bahia,Boa Vista do Tupim,18491,2,21.55549075,19.55549075,90.72162159,10.81607268,116.5728774,105.7568047
290390,Bahia,Bom Jesus da Lapa,70151,37,124.1507884,87.15078844,70.19753119,52.74336788,176.9765056,124.2331377
290395,Bahia,Bom Jesus da Serra,9768,3,12.83119719,9.831197192,76.61948488,30.71253071,131.3595126,100.6469819
290405,Bahia,Bonito,16999,0,0,0,NA,0,0,0
290410,Bahia,Boquira,21486,0,0,0,NA,0,0,0
290420,Bahia,Botuporã,10050,0,0,0,NA,0,0,0
290430,Bahia,Brejões,14155,3,5.268005816,2.268005816,43.05245467,21.19392441,37.21657235,16.02264794
290460,Bahia,Brumado,67468,0,0,0,NA,0,0,0
290480,Bahia,Caatiba,6232,3,4.854781547,1.854781547,38.20525247,48.13863928,77.90085923,29.76221995
290485,Bahia,Cabaceiras do Paraguaçu,19010,1,3.594323107,2.594323107,72.17834986,5.260389269,18.9075387,13.64714943
290500,Bahia,Caculé,23407,3,6.000569868,3.000569868,50.00474845,12.81667877,25.63579215,12.81911337
290515,Bahia,Caetanos,14671,3,4.586457119,1.586457119,34.59003491,20.44850385,31.26206202,10.81355817
290520,Bahia,Caetité,51184,199,1384.672716,1185.672716,85.62837285,388.7933729,2705.2843,2316.490927
290560,Bahia,Camacan,32023,36,56.01660639,20.01660639,35.73334352,112.4191987,174.9261668,62.50696808
290570,Bahia,Camaçari,309208,223,272.079699,49.07969897,18.03872143,72.11973817,87.99245135,15.87271318
290590,Bahia,Campo Alegre de Lourdes,28839,0,0,0,NA,0,0,0
290600,Bahia,Campo Formoso,71754,24,55.69654326,31.69654326,56.90935452,33.44761268,77.62151693,44.17390425
290610,Bahia,Canápolis,9694,4,7.217718782,3.217718782,44.58082781,41.26263668,74.45552695,33.19289026
290620,Bahia,Canarana,26468,8,48.84404836,40.84404836,83.62134125,30.22517757,184.5400044,154.3148268
290630,Bahia,Canavieiras,30722,2,4.021170491,2.021170491,50.26323792,6.509992839,13.08889555,6.578902712
290650,Bahia,Candeias,87820,34,61.61258657,27.61258657,44.81647031,38.71555454,70.15780753,31.44225298
290660,Bahia,Candiba,14415,8,14.19215694,6.192156942,43.63083756,55.4977454,98.45408909,42.95634368
290670,Bahia,Cândido Sales,24921,0,0,0,NA,0,0,0
290680,Bahia,Cansanção,34929,3,6.503392765,3.503392765,53.87023192,8.588851671,18.61889194,10.03004027
290682,Bahia,Canudos,16832,3,23.00131167,20.00131167,86.95726555,17.82319392,136.6522794,118.8290855
290687,Bahia,Capim Grosso,31055,1,6.760381725,5.760381725,85.20793587,3.220093383,21.76906046,18.54896708
290689,Bahia,Caraíbas,8659,0,0,0,NA,0,0,0
290690,Bahia,Caravelas,22166,1,1.026848159,0.026848159,2.614618182,4.511413877,4.632537033,0.121123156
290710,Bahia,Carinhanha,29118,5,5.893463278,0.893463278,15.16024171,17.17150903,20.23993158,3.068422549
290720,Bahia,Casa Nova,73092,1,1.558307259,0.558307259,35.82780327,1.368138784,2.131980599,0.763841815
290750,Bahia,Catu,55222,5,50.52471274,45.52471274,90.10385269,9.054362392,91.49381177,82.43944938
290800,Bahia,Coaraci,16128,4,24.02712246,20.02712246,83.35214712,24.8015873,148.9776938,124.1761065
290810,Bahia,Cocos,18835,4,5.500327996,1.500327996,27.27706415,21.23705867,29.20269709,7.965638419
290820,Bahia,Conceição da Feira,22933,8,10.71207928,2.71207928,25.31795377,34.88422797,46.71032695,11.82609898
290830,Bahia,Conceição do Almeida,17087,6,27.37374445,21.37374445,78.08118648,35.11441447,160.202168,125.0877536
290850,Bahia,Conceição do Jacuípe,33631,4,6.774093563,2.774093563,40.95150941,11.89378847,20.14240898,8.248620509
290870,Bahia,Condeúba,17113,5,43.2769122,38.2769122,88.4464955,29.21755391,252.889103,223.6715491
290890,Bahia,Coração de Maria,22391,9,34.99162158,25.99162158,74.27955724,40.19472109,156.2753856,116.0806645
290900,Bahia,Cordeiros,8667,0,0,0,NA,0,0,0
290910,Bahia,Coribe,14108,0,0,0,NA,0,0,0
290930,Bahia,Correntina,32243,15,38.91321213,23.91321213,61.45268103,46.52172565,120.6873186,74.16559293
290950,Bahia,Cravolândia,5352,2,21.13456126,19.13456126,90.53682745,37.36920777,394.8909054,357.5216976
290980,Bahia,Cruz das Almas,63923,11,14.78778053,3.787780531,25.61425985,17.20820362,23.13373986,5.925536241
290990,Bahia,Curaçá,35065,2,30.21601187,28.21601187,93.38099281,5.703693141,86.17142984,80.4677367
291005,Bahia,Dias d'Ávila,83705,30,37.65970192,7.659701917,20.33925264,35.84015292,44.99098252,9.1508296
291010,Bahia,Dom Basílio,12281,8,48.1091881,40.1091881,83.37115982,65.14127514,391.7367323,326.5954572
291040,Bahia,Encruzilhada,15914,0,0,0,NA,0,0,0
291050,Bahia,Entre Rios,42014,0,0,0,NA,0,0,0
291070,Bahia,Euclides da Cunha,61112,2,23.69887759,21.69887759,91.56078176,3.27267967,38.77941745,35.50673778
291072,Bahia,Eunápolis,115360,269,581.8468455,312.8468455,53.76790265,233.1830791,504.374866,271.191787
291080,Bahia,Feira de Santana,624107,480,888.72123,408.72123,45.9898128,76.90988885,142.3988563,65.48896744
291085,Bahia,Filadélfia,16314,4,11.23431605,7.234316047,64.3948062,24.51881819,68.86303817,44.34421997
291110,Bahia,Formosa do Rio Preto,26111,1,1.335219063,0.335219063,25.10592246,3.829803531,5.11362668,1.283823149
291170,Bahia,Guanambi,85353,87,388.3596536,301.3596536,77.59808487,101.9296334,455.0041048,353.0744714
291180,Bahia,Guaratinga,20565,4,23.99758781,19.99758781,83.33165804,19.45052273,116.6914068,97.24088409
291190,Bahia,Iaçu,23950,0,0,0,NA,0,0,0
291200,Bahia,Ibiassucê,8849,1,20,19,95,11.30071194,226.0142389,214.713527
291210,Bahia,Ibicaraí,21083,2,2.233216175,0.233216175,10.44306313,9.486315989,10.59249715,1.106181165
291250,Bahia,Ibipitanga,14989,10,79.13679906,69.13679906,87.36365367,66.71559143,527.9658353,461.2502439
291270,Bahia,Ibirapitanga,23433,6,8.921855791,2.921855791,32.74941738,25.60491614,38.0738949,12.46897875
291280,Bahia,Ibirapuã,8740,2,22.96575347,20.96575347,91.29138087,22.88329519,262.766058,239.8827628
291290,Bahia,Ibirataia,14476,3,13.93376122,10.93376122,78.46956071,20.72395689,96.2542223,75.5302654
291300,Bahia,Ibitiara,16463,1,1.507312275,0.507312275,33.65674674,6.074227055,9.155757,3.081529946
291310,Bahia,Ibititá,17048,1,20,19,95,5.865790709,117.3158142,111.4500235
291320,Bahia,Ibotirama,27076,9,15.00758834,6.00758834,40.03033801,33.23976954,55.42764197,22.18787243
291340,Bahia,Igaporã,15661,11,39.47910173,28.47910173,72.13715734,70.23817125,252.0854462,181.8472749
291360,Bahia,Ilhéus,157639,588,2026.148864,1438.148864,70.9794275,373.0041424,1285.309387,912.3052442
291390,Bahia,Ipiaú,45969,27,153.6701987,126.6701987,82.42990494,58.73523461,334.2909324,275.5556978
291400,Bahia,Ipirá,59281,6,27.68122039,21.68122039,78.32465508,10.12128675,46.69492821,36.57364146
291420,Bahia,Irajuba,7295,0,0,0,NA,0,0,0
291430,Bahia,Iramaia,7874,6,17.65690135,11.65690135,66.0189527,76.2001524,224.2430957,148.0429433
291450,Bahia,Irará,29305,6,10.41051542,4.410515424,42.36596599,20.47432179,35.52470713,15.05038534
291460,Bahia,Irecê,74050,122,417.5722008,295.5722008,70.7834957,164.7535449,563.9057405,399.1521956
291465,Bahia,Itabela,30901,14,17.48420961,3.484209606,19.92775015,45.30597715,56.5813715,11.27539434
291470,Bahia,Itaberaba,64795,66,275.0094851,209.0094851,76.00082776,101.8597114,424.4301028,322.5703914
291480,Bahia,Itabuna,214123,428,1700.024976,1272.024976,74.8238993,199.8851128,793.94786,594.0627472
291490,Bahia,Itacaré,29051,0,0,0,NA,0,0,0
291530,Bahia,Itagimirim,6784,2,2.037523243,0.037523243,1.841610566,29.48113208,30.03424592,0.553113846
291550,Bahia,Itajuípe,20309,2,2.24295359,0.24295359,10.83185988,9.847850707,11.04413605,1.196285342
291560,Bahia,Itamaraju,64423,27,34.01549859,7.015498588,20.62441792,41.9104978,52.80023996,10.88974215
291580,Bahia,Itambé,22474,1,1.014082387,0.014082387,1.388682736,4.449586188,4.512246983,0.062660795
291600,Bahia,Itanhém,19231,6,32.68173158,26.68173158,81.64111964,31.1996256,169.9429649,138.7433393
291610,Bahia,Itaparica,22440,15,25.44316925,10.44316925,41.04508031,66.84491979,113.3831072,46.5381874
291630,Bahia,Itapebi,10173,6,10.58656469,4.586564687,43.32439108,58.97965202,104.0653169,45.08566487
291640,Bahia,Itapetinga,77408,16,37.81074312,21.81074312,57.68398429,20.66969822,48.84604061,28.17634239
291660,Bahia,Itapitanga,10284,2,3.533687585,1.533687585,43.40190093,19.44768573,34.3610228,14.91333708
291670,Bahia,Itaquara,8375,3,22.63079492,19.63079492,86.74372681,35.82089552,270.2184468,234.3975513
291680,Bahia,Itarantim,19937,1,1.331143299,0.331143299,24.87660787,5.015799769,6.67674825,1.660948481
291685,Bahia,Itatim,14588,4,4.637247556,0.637247556,13.74193524,27.41979709,31.78809677,4.368299673
291690,Bahia,Itiruçu,12482,1,1.591896252,0.591896252,37.18183589,8.011536613,12.75353511,4.741998493
291700,Bahia,Itiúba,36140,2,3.001981432,1.001981432,33.37733609,5.534034311,8.306534122,2.772499811
291730,Bahia,Ituberá,28870,17,122.4819257,105.4819257,86.12040111,58.88465535,424.253293,365.3686376
291733,Bahia,Iuiu,11038,5,7.787044776,2.787044776,35.79078914,45.29806124,70.54760623,25.24954499
291740,Bahia,Jacaraci,14855,13,123.7223081,110.7223081,89.49259822,87.51262201,832.8664293,745.3538073
291750,Bahia,Jacobina,80749,101,357.429957,256.429957,71.74271545,125.0789483,442.6431993,317.5642509
291760,Bahia,Jaguaquara,54913,12,78.05364748,66.05364748,84.6259587,21.85274889,142.1405632,120.2878143
291800,Bahia,Jequié,156277,281,1123.725019,842.7250189,74.99388237,179.808929,719.0597585,539.2508295
291820,Bahia,Jiquiriçá,14576,5,44.57249564,39.57249564,88.78231984,34.30296378,305.7937407,271.4907769
291830,Bahia,Jitaúna,10470,2,21.18742356,19.18742356,90.56043792,19.10219675,202.3631667,183.26097
291840,Bahia,Juazeiro,219544,262,581.0001489,319.0001489,54.90534719,119.3382648,264.6395023,145.3012375
291875,Bahia,Lagoa Real,15870,3,4.096941617,1.096941617,26.77464606,18.90359168,25.81563716,6.912045477
291880,Bahia,Laje,24214,1,1.0096971,0.0096971,0.960396918,4.12984224,4.169889732,0.040047492
291905,Bahia,Lajedo do Tabocal,8591,4,8.223122446,4.223122446,51.35667715,46.56035386,95.71787273,49.15751887
291915,Bahia,Lapão,27323,2,4.048611602,2.048611602,50.60034904,7.319840427,14.81759544,7.497755012
291920,Bahia,Lauro de Freitas,204669,594,1759.450512,1165.450512,66.23945966,290.2247043,859.6565735,569.4318692
291940,Bahia,Licínio de Almeida,12357,5,43.94978561,38.94978561,88.62338023,40.46289552,355.6671167,315.2042212
291950,Bahia,Livramento de Nossa Senhora,46372,11,34.18597198,23.18597198,67.8230591,23.72121108,73.72115065,49.99993957
291955,Bahia,Luís Eduardo Magalhães,92671,7,9.873524416,2.873524416,29.10333023,7.553603608,10.65438424,3.100780628
291960,Bahia,Macajuba,11318,1,20,19,95,8.835483301,176.709666,167.8741827
291980,Bahia,Macaúbas,50481,3,4.25194917,1.25194917,29.44412362,5.942829976,8.422870327,2.480040352
291992,Bahia,Madre de Deus,21754,0,0,0,NA,0,0,0
291995,Bahia,Maetinga,2386,1,13.0834604,12.0834604,92.35676213,41.91114837,548.34285,506.4317016
292010,Bahia,Mairi,18535,1,1,0,0,5.395198274,5.395198274,0
292050,Bahia,Maracás,19973,23,166.5748842,143.5748842,86.19239623,115.1554599,834.0003215,718.8448617
292080,Bahia,Marcionílio Souza,10357,3,5.678476032,2.678476032,47.16892379,28.96591677,54.82742137,25.8615046
292105,Bahia,Matina,12359,0,0,0,NA,0,0,0
292110,Bahia,Medeiros Neto,22741,11,76.30905114,65.30905114,85.58493411,48.37078405,335.5571485,287.1863645
292120,Bahia,Miguel Calmon,25771,7,52.67679097,45.67679097,86.71141527,27.16231423,204.4033641,177.2410499
292130,Bahia,Milagres,10838,3,22.81612509,19.81612509,86.85140448,27.68038383,210.5197,182.8393162
292145,Bahia,Mirante,8264,1,1.007738868,0.007738868,0.767943784,12.10067764,12.19432318,0.093645547
292170,Bahia,Morro do Chapéu,35466,4,7.010074335,3.010074335,42.93926414,11.27840749,19.76561872,8.48721123
292180,Bahia,Mortugaba,12063,4,43.88376831,39.88376831,90.88501249,33.15924729,363.7881813,330.628934
292200,Bahia,Mucuri,42729,11,15.78559167,4.785591668,30.3162008,25.74364015,36.94350832,11.19986817
292210,Bahia,Mundo Novo,27153,1,1.012702256,0.012702256,1.254293244,3.682834309,3.729614613,0.046780304
292240,Bahia,Mutuípe,22340,4,5.499277399,1.499277399,27.26317096,17.90510295,24.616282,6.711179047
292250,Bahia,Nazaré,28661,6,49.38961236,43.38961236,87.85169651,20.93437075,172.3234094,151.3890386
292265,Bahia,Nordestina,13197,3,13.49078473,10.49078473,77.76259825,22.73243919,102.2261478,79.49370866
292270,Bahia,Nova Canaã,16482,1,8.735141436,7.735141436,88.55198846,6.067224851,52.9980672,46.93084235
292290,Bahia,Nova Soure,27047,0,0,0,NA,0,0,0
292300,Bahia,Nova Viçosa,44170,12,15.08710799,3.08710799,20.46189364,27.16776092,34.15691191,6.989150986
292310,Bahia,Olindina,28373,1,1.502034182,0.502034182,33.42361897,3.524477496,5.293885672,1.769408176
292335,Bahia,Ourolândia,17567,4,5.580103599,1.580103599,28.31674307,22.76996641,31.76469289,8.994726472
292340,Bahia,Palmas de Monte Alto,21840,7,14.29285289,7.292852886,51.02447317,32.05128205,65.4434656,33.39218355
292360,Bahia,Paramirim,21777,1,1,0,0,4.592000735,4.592000735,0
292390,Bahia,Pau Brasil,9550,1,1.809424336,0.809424336,44.733804,10.47120419,18.94685169,8.475647497
292400,Bahia,Paulo Afonso,119213,133,251.7060171,118.7060171,47.16057982,111.5650139,211.1397391,99.57472517
292430,Bahia,Piatã,16854,7,16.19088954,9.190889542,56.76580967,41.5331672,96.06556035,54.53239315
292440,Bahia,Pilão Arcado,35295,1,1.001741935,0.001741935,0.173890586,2.833262502,2.838197861,0.004935359
292450,Bahia,Pindaí,16308,6,29.29657653,23.29657653,79.51979135,36.79175865,179.6454288,142.8536702
292460,Bahia,Pindobaçu,20048,1,1.365115046,0.365115046,26.7461008,4.988028731,6.809233072,1.821204341
292470,Bahia,Piripá,10253,3,3.40981017,0.40981017,12.01856261,29.25972886,33.25670701,3.996978155
292480,Bahia,Piritiba,25162,2,2.104154053,0.104154053,4.949925259,7.94849376,8.36242768,0.41393392
292500,Bahia,Planalto,26581,6,8.138144312,2.138144312,26.27311866,22.5725142,30.61639634,8.043882142
292510,Bahia,Poções,46885,19,68.33836864,49.33836864,72.19717067,40.52468807,145.7574248,105.2327368
292520,Bahia,Pojuca,40401,9,50.43422062,41.43422062,82.15497357,22.27667632,124.8340898,102.5574135
292525,Bahia,Ponto Novo,14729,3,5.746741649,2.746741649,47.79650481,20.36798153,39.01650926,18.64852773
292530,Bahia,Porto Seguro,152529,118,198.9200989,80.92009888,40.67969971,77.36233765,130.4146089,53.05227129
292540,Bahia,Potiraguá,6623,0,0,0,NA,0,0,0
292550,Bahia,Prado,28214,20,38.6802047,18.6802047,48.29396547,70.88679379,137.0957847,66.20899094
292570,Bahia,Presidente Jânio Quadros,12028,3,22.2842944,19.2842944,86.53760381,24.94180246,185.2701563,160.3283538
292575,Bahia,Presidente Tancredo Neves,28272,9,52.43140442,43.43140442,82.834715,31.8336163,185.4534678,153.6198515
292580,Bahia,Queimadas,25428,12,38.84647117,26.84647117,69.10916323,47.19207173,152.7704545,105.5783827
292590,Bahia,Quijingue,27672,1,2.041141271,1.041141271,51.00780069,3.613761203,7.376197136,3.762435933
292595,Bahia,Rafael Jambeiro,22643,5,44.13255518,39.13255518,88.6704951,22.08187961,194.9059541,172.8240745
292600,Bahia,Remanso,41324,34,269.1099861,235.1099861,87.36576056,82.27664311,651.2195965,568.9429534
292670,Bahia,Rio de Contas,12878,4,42.26561479,38.26561479,90.53604208,31.06072371,328.2001459,297.1394222
292680,Bahia,Rio do Antônio,15521,2,2.022543591,0.022543591,1.114615806,12.88576767,13.0310134,0.145245735
292700,Bahia,Rio Real,41209,10,15.17343009,5.173430094,34.09532361,24.26654372,36.82067047,12.55412675
292720,Bahia,Ruy Barbosa,30900,5,7.385811622,2.385811622,32.302633,16.18122977,23.90230298,7.721073211
292730,Bahia,Salinas da Margarida,16047,1,1.958259527,0.958259527,48.93424562,6.231694398,12.20327492,5.971580524
292740,Bahia,Salvador,2900319,5578,13977.93013,8399.930128,60.09423463,192.323672,481.9445767,289.6209047
292770,Bahia,Santa Cruz Cabrália,28058,2,3.118957576,1.118957576,35.87601141,7.12809181,11.11610797,3.988016165
292810,Bahia,Santa Maria da Vitória,39707,8,32.37197736,24.37197736,75.28726803,20.14758103,81.52712963,61.3795486
292830,Bahia,Santanópolis,8987,2,6.337693503,4.337693503,68.44277813,22.25436742,70.5206799,48.26631249
292840,Bahia,Santa Rita de Cássia,28613,0,0,0,NA,0,0,0
292860,Bahia,Santo Amaro,60190,6,26.81858896,20.81858896,77.62745829,9.968433295,44.55655251,34.58811921
292870,Bahia,Santo Antônio de Jesus,103204,115,272.7603644,157.7603644,57.83844906,111.4297895,264.2924348,152.8626453
292880,Bahia,Santo Estêvão,53666,11,17.43026036,6.43026036,36.8913615,20.49714903,32.47914948,11.98200045
292890,Bahia,São Desidério,34764,12,33.17329619,21.17329619,63.82632605,34.51846738,95.42427852,60.90581114
292895,Bahia,São Domingos,9085,1,1.00529387,0.00529387,0.526599233,11.00715465,11.06542509,0.058270444
292900,Bahia,São Félix,14784,15,37.50916596,22.50916596,60.00977463,101.461039,253.7145966,152.2535576
292910,Bahia,São Felipe,21083,4,23.4452389,19.4452389,82.93896677,18.97263198,111.2044723,92.23184037
292920,Bahia,São Francisco do Conde,40664,16,20.51803529,4.518035286,22.01982413,39.34684242,50.45749382,11.1106514
292925,Bahia,São Gabriel,18785,7,46.76917704,39.76917704,85.03287754,37.26377429,248.9708653,211.707091
292940,Bahia,São Miguel das Matas,11733,1,1.001645757,0.001645757,0.164305337,8.522969403,8.536996143,0.01402674
292950,Bahia,São Sebastião do Passé,44554,24,49.40504465,25.40504465,51.42196477,53.86721731,110.8880115,57.02079421
292990,Bahia,Seabra,44370,176,594.5899045,418.5899045,70.39976651,396.6644129,1340.071905,943.4074926
293000,Bahia,Sebastião Laranjeiras,11586,2,3.104773945,1.104773945,35.5830719,17.26221302,26.7976346,9.535421588
293010,Bahia,Senhor do Bonfim,79813,32,223.6256031,191.6256031,85.69036839,40.09371907,280.1869409,240.0932218
293015,Bahia,Serra do Ramalho,31362,1,1.453796058,0.453796058,31.21456102,3.188572157,4.635533632,1.446961474
293020,Bahia,Sento Sé,41279,3,5.432843487,2.432843487,44.7802977,7.267617917,13.16127689,5.893658972
293040,Bahia,Serra Preta,14531,2,10.77190122,8.77190122,81.43317545,13.76367765,74.13048806,60.36681041
293050,Bahia,Serrinha,81693,41,74.09135746,33.09135746,44.66291156,50.1878986,90.69486671,40.50696811
293060,Bahia,Serrolândia,13490,1,1.133679975,0.133679975,11.7916853,7.412898443,8.403854521,0.990956078
293070,Bahia,Simões Filho,137117,35,42.47992305,7.479923051,17.60813701,25.52564598,30.98078506,5.455139079
293075,Bahia,Sítio do Mato,13104,1,1.134184109,0.134184109,11.83089308,7.631257631,8.655251139,1.023993508
293077,Bahia,Sobradinho,23274,27,44.29991228,17.29991228,39.05179805,116.0092807,190.3407763,74.33149558
293080,Bahia,Souto Soares,17118,0,0,0,NA,0,0,0
293105,Bahia,Tanque Novo,17518,2,4.334440977,2.334440977,53.85794822,11.41682841,24.74278443,13.32595603
293110,Bahia,Tanquinho,7936,1,3.606559352,2.606559352,72.27274245,12.60080645,45.44555635,32.8447499
293120,Bahia,Taperoá,21421,1,1.830045638,0.830045638,45.35655401,4.668316138,8.543231588,3.874915449
293130,Bahia,Tapiramutá,16939,4,4.624954382,0.624954382,13.51266047,23.61414487,27.3035857,3.689440832
293135,Bahia,Teixeira de Freitas,164290,242,639.8783757,397.8783757,62.18031282,147.3005052,389.4810248,242.1805196
293160,Bahia,Teolândia,15097,0,0,0,NA,0,0,0
293170,Bahia,Terra Nova,13018,3,4.033399909,1.033399909,25.62106244,23.0450146,30.98325326,7.938238665
293180,Bahia,Tremedal,15996,2,2.647933831,0.647933831,24.46941172,12.50312578,16.55372488,4.050599094
293200,Bahia,Uauá,23991,15,99.91663322,84.91663322,84.98748455,62.52344629,416.4754834,353.9520371
293210,Bahia,Ubaíra,19860,3,23.33538105,20.33538105,87.14398538,15.10574018,117.4994011,102.3936609
293230,Bahia,Ubatã,27481,6,11.61082213,5.610822129,48.32407272,21.83326662,42.25036254,20.41709592
293250,Bahia,Una,18108,5,26.06049971,21.06049971,80.81387519,27.61210515,143.9170517,116.3049465
293260,Bahia,Urandi,16672,2,3.043602336,1.043602336,34.28839319,11.99616123,18.25577217,6.25961094
293280,Bahia,Utinga,19330,7,65.88741564,58.88741564,89.37581641,36.2131402,340.8557457,304.6426055
293290,Bahia,Valença,97873,69,176.1720135,107.1720135,60.83373368,70.49952489,180.0006268,109.5011019
293300,Bahia,Valente,29111,7,17.52614164,10.52614164,60.05966319,24.0458933,60.20453312,36.15863982
293305,Bahia,Várzea da Roça,14135,3,23.45384634,20.45384634,87.20892106,21.22391227,165.9274591,144.7035468
293315,Bahia,Várzea Nova,12556,2,2.005991202,0.005991202,0.298665438,15.92863969,15.97635555,0.047715852
293325,Bahia,Vereda,6105,3,22.73684564,19.73684564,86.80555761,49.14004914,372.429904,323.2898548
293330,Bahia,Vitória da Conquista,343643,815,2493.072558,1678.072558,67.30941514,237.164732,725.4832945,488.3185625
293340,Bahia,Wagner,9342,0,0,0,NA,0,0,0
293350,Bahia,Wenceslau Guimarães,20862,6,45.91086584,39.91086584,86.93119833,28.76042565,220.0693406,191.3089149
293360,Bahia,Xique-Xique,46562,9,15.02284778,6.022847775,40.09125211,19.32906662,32.26418061,12.93511399
310010,Minas Gerais,Abadia dos Dourados,7022,6,29.34062465,23.34062465,79.55053762,85.44574195,417.8385738,332.3928318
310020,Minas Gerais,Abaeté,23263,31,240.9044688,209.9044688,87.13182858,133.258823,1035.569225,902.3104021
310070,Minas Gerais,Água Comprida,1986,2,2.238750932,0.238750932,10.66447045,100.7049345,112.726633,12.02169847
310090,Minas Gerais,Águas Formosas,19285,35,118.3808793,83.3808793,70.43441457,181.4882033,613.8495167,432.3613135
310110,Minas Gerais,Aimorés,25116,45,147.8157042,102.8157042,69.5566853,179.1686574,588.5320282,409.3633708
310120,Minas Gerais,Aiuruoca,5949,64,577.4559395,513.4559395,88.91690333,1075.811061,9706.77323,8630.962169
310130,Minas Gerais,Alagoa,2657,2,40,38,95,75.27286413,1505.457283,1430.184419
310150,Minas Gerais,Além Paraíba,35438,177,711.3926016,534.3926016,75.11922396,499.4638524,2007.428753,1507.964901
310160,Minas Gerais,Alfenas,80973,357,1221.215867,864.2158668,70.76683904,440.8877033,1508.176635,1067.288932
310170,Minas Gerais,Almenara,42380,73,215.3037345,142.3037345,66.09441068,172.2510618,508.031464,335.7804022
310190,Minas Gerais,Alpinópolis,20059,23,116.4225363,93.42253625,80.24437472,114.6617478,580.4004998,465.738752
310200,Minas Gerais,Alterosa,14566,17,129.7247246,112.7247246,86.89532774,116.7101469,890.5995096,773.8893627
310210,Minas Gerais,Alto Rio Doce,10723,3,23.05640861,20.05640861,86.98843324,27.97724517,215.0182655,187.0410203
310260,Minas Gerais,Andradas,41704,36,177.22299,141.22299,79.68660838,86.3226549,424.9544168,338.6317619
310280,Minas Gerais,Andrelândia,12189,0,0,0,NA,0,0,0
310290,Minas Gerais,Antônio Carlos,11471,1,1.198438458,0.198438458,16.55808497,8.717635777,10.44754998,1.729914203
310340,Minas Gerais,Araçuaí,36715,74,374.6565687,300.6565687,80.24857798,201.552499,1020.445509,818.8930102
310350,Minas Gerais,Araguari,118361,280,910.6609581,630.6609581,69.25310155,236.5644089,769.3927544,532.8283456
310375,Minas Gerais,Araporã,6992,20,30.44805767,10.44805767,34.31436509,286.0411899,435.4699324,149.4287425
310380,Minas Gerais,Arapuá,2836,1,20,19,95,35.26093089,705.2186178,669.9576869
310400,Minas Gerais,Araxá,108403,269,726.6551071,457.6551071,62.98106249,248.148114,670.3274883,422.1793743
310420,Minas Gerais,Arcos,40658,61,259.1904663,198.1904663,76.46518374,150.031974,637.4894641,487.4574901
310430,Minas Gerais,Areado,15288,5,110.3911832,105.3911832,95.47065277,32.70538985,722.0773362,689.3719463
